ID,session,period,condition,block,height,weight,boredom,state_pre,state_post,state_delta,flag_calibration,no_recording,PeriodicPower,RemnantPower,VisualWeight,rms_ap,rms_ml,rms_total
EL30AD28,B,2,HB,1,1.72,75,6.0,20,49,29,True,False,0.0227344377854224,0.025840012449613,0.233247741800093,0.397714914145307,0.480841249082497,0.562453825542345
EL30AD28,B,2,HB,2,1.72,75,8.0,20,49,29,True,False,0.0221690745226946,0.0809555729125415,0.226940680831583,0.324138604098664,0.311533562355863,0.458401210005014
EL30AD28,B,2,HB,3,1.72,75,7.0,20,49,29,True,False,0.0485274748366131,0.135869840636697,0.31552554075866,0.377598417307387,0.337296425743059,0.534004802886722
EL30AD28,B,2,HB,4,1.72,75,9.0,20,49,29,True,False,0.0280386304281819,0.136371321793797,0.234897115107803,0.389022309828646,0.364224792888748,0.550160626625379
KA14RE15,A,1,HB,1,1.73,68,4.0,24,34,10,False,False,0.0172658335867335,0.0266914941927649,0.21917956498792,0.305888930017981,0.232904662875881,0.432592273411223
KA14RE15,A,1,HB,2,1.73,68,6.0,24,34,10,False,False,0.024610178154999,0.0259267354623426,0.254143434500027,0.333716610557374,0.289138143378635,0.471946556639419
KA14RE15,A,1,HB,3,1.73,68,5.0,24,34,10,False,False,0.0480224588110634,0.0291635531147544,0.28369146662206,0.308910664263504,0.287807835094862,0.436865650963129
KA14RE15,A,1,HB,4,1.73,68,5.0,24,34,10,False,False,0.0504121348203218,0.0380019561043384,0.30709330433195,0.318439951236059,0.305160627781898,0.450342097839461
KA14RE15,B,2,LB,1,1.73,68,,28,28,0,False,False,0.0232987308533493,0.0319837971132265,0.206209118887249,0.263593091948591,0.192675895117332,0.372776925581556
KA14RE15,B,2,LB,2,1.73,68,,28,28,0,False,False,0.0346083659631265,0.0432804249356734,0.291263601348433,0.310474838470972,0.22874958169159,0.439077727341245
KA14RE15,B,2,LB,3,1.73,68,,28,28,0,False,False,0.0344427520215819,0.0348711344500352,0.330586443164483,0.308415361577849,0.272411531885778,0.436165187187596
KA14RE15,B,2,LB,4,1.73,68,,28,28,0,False,False,0.0426864065427441,0.0432248075142025,0.404534207792269,0.348289223576656,0.300252219882009,0.492555343610501
PE16IN18,A,1,LB,1,1.68,60,1.0,17,20,3,False,True,,,,,,
PE16IN18,A,1,LB,2,1.68,60,1.0,17,20,3,False,False,0.0137771677055342,0.0439584504016714,0.142564553271922,0.314835568238458,0.270835218097373,0.445244730520267
PE16IN18,A,1,LB,3,1.68,60,1.0,17,20,3,False,False,0.0194679854187945,0.0796730816478876,0.243102951499364,0.3300341368549,0.296336844525343,0.466738752386298
PE16IN18,A,1,LB,4,1.68,60,2.0,17,20,3,False,False,0.0681624887881498,0.102196696617552,0.390364995255543,0.378309506597635,0.342996145868263,0.53501043500505
PE16IN18,B,2,HB,1,1.68,60,2.0,13,26,13,False,False,0.0117168369460024,0.0327311740763107,0.162625422120663,0.317766039958863,0.258437364789024,0.449389043371414
PE16IN18,B,2,HB,2,1.68,60,4.0,13,26,13,False,False,0.0271921292502624,0.0533672592686205,0.184585953453687,0.35485819750833,0.270444585807034,0.501845275635551
PE16IN18,B,2,HB,3,1.68,60,3.0,13,26,13,False,False,0.0237250475688665,0.057988200346973,0.19075269309969,0.328167829781657,0.286526139968883,0.464099395611765
PE16IN18,B,2,HB,4,1.68,60,4.0,13,26,13,False,False,0.0273832408809332,0.0382151435944422,0.180116587795577,0.353332952784138,0.299634272911008,0.49968825386066
RE13ON18,A,1,HB,1,1.81,68,0.0,13,25,12,False,False,0.0139411248810466,0.0764125616248483,0.282631696639378,1.08150136971807,1.05584871416975,1.52947390478038
RE13ON18,A,1,HB,2,1.81,68,0.0,13,25,12,False,False,0.0125968319229636,0.0611976654241691,0.204804775485108,1.04524233534496,1.02605730872357,1.47819588661137
RE13ON18,A,1,HB,3,1.81,68,3.0,13,25,12,False,False,0.0279734510734671,0.123100484206569,0.627716581603078,1.16945821521981,1.14520463315766,1.65386366859248
RE13ON18,A,1,HB,4,1.81,68,4.0,13,25,12,False,False,0.044735862832834,0.0660221763186233,0.371477279890573,1.10510119579155,1.07856812456408,1.56284909888314
RE13ON18,B,2,LB,1,1.81,68,0.0,11,23,12,False,False,0.0473022908568867,0.162243263347321,0.174935512460543,2.49103576942768,2.41248908641714,3.52285656948112
RE13ON18,B,2,LB,2,1.81,68,1.0,11,23,12,False,False,0.0467336321667114,0.196474772797733,0.532387725199935,2.32335118553206,2.2163875348587,3.28571475673505
RE13ON18,B,2,LB,3,1.81,68,1.0,11,23,12,False,False,0.0150578188330895,0.0629403642564871,0.202559926840049,1.19213913468542,1.17252520584648,1.68593933250785
RE13ON18,B,2,LB,4,1.81,68,2.0,11,23,12,False,False,0.0439823255746455,0.0688671463518134,0.238696005245336,1.10546844486617,1.07620392359313,1.56336846750523
